# Isochrone by Pietrinferni - Cassisi - Salaris - Castelli 2006 ::: Standard Model 
#===========================================================================================================================
# Scaled solar model & transformations for ACS            (Castelli 2004)
#===========================================================================================================================
#  Np= 2000   [M/H]=-1.790   Z= 0.0003   Y=0.245   t(Gyr)= 13.3200    normalized:  3  2 2006 
#===========================================================================================================================
#     (M/Mo)in       (M/Mo)     log(L/Lo)  logTe     F435W   F475W   F555W   F606W   F625W   F775W   F814W
#===========================================================================================================================
   0.7897694421   0.7818990424   2.06480  3.69377    0.720   0.385  -0.070  -0.317  -0.547  -1.019  -1.082
   0.7897705502   0.7818880745   2.06447  3.69379    0.721   0.386  -0.070  -0.316  -0.547  -1.018  -1.081
   0.7897716582   0.7818772821   2.06413  3.69381    0.721   0.387  -0.069  -0.315  -0.546  -1.017  -1.081
   0.7897727662   0.7818656184   2.06382  3.69384    0.722   0.387  -0.068  -0.314  -0.545  -1.016  -1.080
   0.7897738742   0.7818549527   2.06353  3.69386    0.722   0.388  -0.068  -0.314  -0.544  -1.016  -1.079
   0.7897749822   0.7818438362   2.06328  3.69388    0.723   0.388  -0.067  -0.313  -0.544  -1.015  -1.078
   0.7897760903   0.7818326811   2.06311  3.69389    0.723   0.389  -0.067  -0.313  -0.543  -1.015  -1.078
   0.7897771983   0.7818220124   2.06302  3.69390    0.723   0.389  -0.067  -0.312  -0.543  -1.014  -1.078
   0.7897783063   0.7818105745   2.06300  3.69391    0.723   0.389  -0.067  -0.312  -0.543  -1.014  -1.078
   0.7897796616   0.7817977418   2.06333  3.69390    0.722   0.388  -0.067  -0.313  -0.544  -1.015  -1.079
   0.7897810170   0.7817843730   2.06409  3.69387    0.721   0.386  -0.069  -0.315  -0.546  -1.017  -1.080
   0.7897823723   0.7817713504   2.06534  3.69382    0.718   0.384  -0.072  -0.318  -0.549  -1.020  -1.084
   0.7897837277   0.7817573745   2.06711  3.69373    0.715   0.380  -0.076  -0.322  -0.553  -1.025  -1.088
   0.7897850830   0.7817436368   2.06898  3.69365    0.711   0.376  -0.080  -0.327  -0.558  -1.030  -1.093
   0.7897864384   0.7817305500   2.07068  3.69357    0.707   0.372  -0.084  -0.331  -0.562  -1.034  -1.097
   0.7897877937   0.7817163988   2.07219  3.69350    0.704   0.369  -0.088  -0.334  -0.566  -1.038  -1.101
   0.7897891490   0.7817027438   2.07354  3.69344    0.702   0.366  -0.091  -0.338  -0.569  -1.041  -1.105
   0.7897905044   0.7816887670   2.07489  3.69338    0.699   0.363  -0.094  -0.341  -0.572  -1.044  -1.108
   0.7897918597   0.7816747045   2.07627  3.69332    0.696   0.360  -0.097  -0.344  -0.576  -1.048  -1.111
   0.7897932151   0.7816608368   2.07763  3.69326    0.693   0.357  -0.100  -0.347  -0.579  -1.051  -1.115
   0.7897945704   0.7816469559   2.07902  3.69320    0.691   0.354  -0.104  -0.351  -0.582  -1.055  -1.118
   0.7897959258   0.7816321723   2.08037  3.69314    0.688   0.351  -0.107  -0.354  -0.586  -1.058  -1.122
   0.7897972811   0.7816181186   2.08176  3.69308    0.685   0.348  -0.110  -0.357  -0.589  -1.062  -1.125
   0.7897986365   0.7816040591   2.08312  3.69301    0.682   0.345  -0.113  -0.360  -0.592  -1.065  -1.129
   0.7897999918   0.7815898293   2.08452  3.69295    0.680   0.342  -0.116  -0.364  -0.596  -1.069  -1.132
   0.7898013471   0.7815747450   2.08584  3.69289    0.677   0.339  -0.119  -0.367  -0.599  -1.072  -1.136
   0.7898027025   0.7815604000   2.08723  3.69283    0.674   0.336  -0.123  -0.370  -0.602  -1.076  -1.139
   0.7898040578   0.7815459919   2.08857  3.69277    0.671   0.333  -0.126  -0.373  -0.605  -1.079  -1.143
   0.7898054132   0.7815311708   2.08995  3.69271    0.669   0.330  -0.129  -0.377  -0.609  -1.083  -1.146
   0.7898067685   0.7815159668   2.09132  3.69264    0.666   0.327  -0.132  -0.380  -0.612  -1.086  -1.150
   0.7898081239   0.7815013050   2.09270  3.69258    0.663   0.324  -0.135  -0.383  -0.616  -1.090  -1.153
   0.7898094792   0.7814864493   2.09407  3.69252    0.660   0.321  -0.138  -0.387  -0.619  -1.093  -1.157
   0.7898108346   0.7814708555   2.09546  3.69246    0.658   0.318  -0.142  -0.390  -0.622  -1.097  -1.160
   0.7898121899   0.7814559781   2.09682  3.69240    0.655   0.315  -0.145  -0.393  -0.626  -1.100  -1.164
   0.7898135452   0.7814409885   2.09822  3.69234    0.652   0.312  -0.148  -0.396  -0.629  -1.104  -1.167
   0.7898149006   0.7814250500   2.09963  3.69227    0.649   0.309  -0.151  -0.400  -0.632  -1.107  -1.171
   0.7898162559   0.7814097945   2.10099  3.69221    0.647   0.306  -0.154  -0.403  -0.636  -1.111  -1.174
   0.7898176113   0.7813945718   2.10238  3.69215    0.644   0.303  -0.158  -0.406  -0.639  -1.114  -1.178
   0.7898189666   0.7813786128   2.10379  3.69208    0.641   0.300  -0.161  -0.410  -0.643  -1.118  -1.182
   0.7898203220   0.7813630025   2.10516  3.69202    0.638   0.297  -0.164  -0.413  -0.646  -1.121  -1.185
   0.7898216773   0.7813475165   2.10657  3.69196    0.635   0.294  -0.167  -0.416  -0.649  -1.125  -1.189
   0.7898230327   0.7813316065   2.10803  3.69189    0.632   0.291  -0.171  -0.420  -0.653  -1.128  -1.192
   0.7898243880   0.7813157267   2.10942  3.69183    0.630   0.288  -0.174  -0.423  -0.656  -1.132  -1.196
   0.7898257433   0.7812995958   2.11084  3.69176    0.627   0.285  -0.177  -0.426  -0.660  -1.135  -1.199
   0.7898270987   0.7812837569   2.11226  3.69170    0.624   0.282  -0.180  -0.430  -0.663  -1.139  -1.203
   0.7898284540   0.7812669738   2.11370  3.69163    0.621   0.279  -0.184  -0.433  -0.667  -1.143  -1.207
   0.7898298094   0.7812508809   2.11514  3.69156    0.618   0.276  -0.187  -0.437  -0.670  -1.146  -1.210
   0.7898311647   0.7812347840   2.11659  3.69150    0.615   0.273  -0.190  -0.440  -0.674  -1.150  -1.214
   0.7898325201   0.7812182497   2.11804  3.69143    0.613   0.270  -0.194  -0.444  -0.677  -1.154  -1.218
   0.7898338754   0.7812013877   2.11950  3.69136    0.610   0.266  -0.197  -0.447  -0.681  -1.157  -1.222
   0.7898352308   0.7811849349   2.12093  3.69130    0.607   0.263  -0.200  -0.450  -0.684  -1.161  -1.225
   0.7898365861   0.7811679004   2.12236  3.69123    0.604   0.260  -0.204  -0.454  -0.688  -1.165  -1.229
   0.7898379414   0.7811510516   2.12380  3.69117    0.601   0.257  -0.207  -0.457  -0.691  -1.168  -1.232
   0.7898392968   0.7811343080   2.12525  3.69110    0.598   0.254  -0.210  -0.461  -0.695  -1.172  -1.236
   0.7898406521   0.7811168079   2.12672  3.69103    0.595   0.251  -0.214  -0.464  -0.698  -1.176  -1.240
   0.7898420075   0.7810997959   2.12816  3.69096    0.592   0.248  -0.217  -0.468  -0.702  -1.179  -1.244
   0.7898433628   0.7810828161   2.12962  3.69089    0.590   0.245  -0.220  -0.471  -0.705  -1.183  -1.247
   0.7898447182   0.7810657139   2.13109  3.69083    0.587   0.242  -0.224  -0.475  -0.709  -1.187  -1.251
   0.7898460735   0.7810477045   2.13254  3.69076    0.584   0.238  -0.227  -0.478  -0.712  -1.190  -1.255
   0.7898474289   0.7810304265   2.13399  3.69069    0.581   0.235  -0.231  -0.481  -0.716  -1.194  -1.258
   0.7898487842   0.7810123118   2.13547  3.69062    0.578   0.232  -0.234  -0.485  -0.719  -1.198  -1.262
   0.7898501395   0.7809947677   2.13692  3.69055    0.575   0.229  -0.237  -0.488  -0.723  -1.201  -1.266
   0.7898514949   0.7809771209   2.13841  3.69048    0.572   0.226  -0.241  -0.492  -0.727  -1.205  -1.270
   0.7898528502   0.7809587675   2.13990  3.69041    0.569   0.223  -0.244  -0.495  -0.730  -1.209  -1.273
   0.7898542056   0.7809409015   2.14141  3.69034    0.566   0.219  -0.247  -0.499  -0.734  -1.213  -1.277
   0.7898555609   0.7809230344   2.14287  3.69027    0.563   0.216  -0.251  -0.502  -0.737  -1.216  -1.281
   0.7898569163   0.7809043372   2.14435  3.69020    0.561   0.213  -0.254  -0.506  -0.741  -1.220  -1.285
   0.7898582716   0.7808861238   2.14582  3.69013    0.558   0.210  -0.258  -0.509  -0.745  -1.224  -1.289
   0.7898596270   0.7808673044   2.14732  3.69006    0.555   0.207  -0.261  -0.513  -0.748  -1.228  -1.292
   0.7898609823   0.7808487499   2.14882  3.68999    0.552   0.204  -0.264  -0.517  -0.752  -1.232  -1.296
   0.7898623376   0.7808303862   2.15035  3.68992    0.549   0.200  -0.268  -0.520  -0.756  -1.235  -1.300
   0.7898636930   0.7808110565   2.15186  3.68985    0.546   0.197  -0.271  -0.524  -0.759  -1.239  -1.304
   0.7898650483   0.7807924180   2.15340  3.68977    0.543   0.194  -0.275  -0.527  -0.763  -1.243  -1.308
   0.7898664037   0.7807735478   2.15490  3.68970    0.540   0.191  -0.278  -0.531  -0.767  -1.247  -1.312
   0.7898677590   0.7807540423   2.15641  3.68963    0.537   0.187  -0.282  -0.534  -0.770  -1.251  -1.315
   0.7898691144   0.7807350625   2.15792  3.68956    0.534   0.184  -0.285  -0.538  -0.774  -1.255  -1.319
   0.7898704697   0.7807152219   2.15943  3.68949    0.531   0.181  -0.289  -0.542  -0.778  -1.258  -1.323
   0.7898718251   0.7806960189   2.16095  3.68942    0.528   0.178  -0.292  -0.545  -0.781  -1.262  -1.327
   0.7898731804   0.7806763988   2.16251  3.68934    0.525   0.174  -0.296  -0.549  -0.785  -1.266  -1.331
   0.7898745357   0.7806565201   2.16407  3.68927    0.522   0.171  -0.299  -0.553  -0.789  -1.270  -1.335
   0.7898758911   0.7806369569   2.16563  3.68920    0.519   0.168  -0.303  -0.556  -0.793  -1.274  -1.339
   0.7898772464   0.7806165859   2.16716  3.68912    0.516   0.164  -0.306  -0.560  -0.796  -1.278  -1.343
   0.7898786018   0.7805963079   2.16873  3.68905    0.513   0.161  -0.310  -0.564  -0.800  -1.282  -1.347
   0.7898799571   0.7805760434   2.17028  3.68898    0.510   0.158  -0.314  -0.567  -0.804  -1.286  -1.351
   0.7898813125   0.7805560590   2.17184  3.68890    0.507   0.155  -0.317  -0.571  -0.808  -1.290  -1.355
   0.7898826678   0.7805351788   2.17341  3.68883    0.504   0.151  -0.321  -0.575  -0.811  -1.294  -1.359
   0.7898840231   0.7805148547   2.17496  3.68876    0.501   0.148  -0.324  -0.578  -0.815  -1.298  -1.363
   0.7898853785   0.7804937888   2.17656  3.68868    0.498   0.144  -0.328  -0.582  -0.819  -1.302  -1.367
   0.7898867338   0.7804731747   2.17812  3.68861    0.494   0.141  -0.332  -0.586  -0.823  -1.306  -1.371
   0.7898880892   0.7804518699   2.17972  3.68853    0.491   0.138  -0.335  -0.590  -0.827  -1.310  -1.375
   0.7898894445   0.7804310861   2.18128  3.68846    0.488   0.134  -0.339  -0.593  -0.830  -1.314  -1.379
   0.7898907999   0.7804094629   2.18286  3.68839    0.485   0.131  -0.342  -0.597  -0.834  -1.318  -1.383
   0.7898921552   0.7803884660   2.18445  3.68831    0.482   0.128  -0.346  -0.601  -0.838  -1.322  -1.387
   0.7898935106   0.7803665635   2.18605  3.68824    0.479   0.124  -0.350  -0.605  -0.842  -1.326  -1.391
   0.7898948659   0.7803452724   2.18762  3.68816    0.476   0.121  -0.353  -0.608  -0.846  -1.330  -1.395
   0.7898962212   0.7803231928   2.18919  3.68809    0.473   0.118  -0.357  -0.612  -0.850  -1.334  -1.399
   0.7898975766   0.7803008844   2.19080  3.68801    0.470   0.114  -0.361  -0.616  -0.853  -1.338  -1.403
   0.7898989319   0.7802791451   2.19240  3.68794    0.467   0.111  -0.364  -0.620  -0.857  -1.342  -1.407
   0.7899002873   0.7802566930   2.19401  3.68787    0.463   0.107  -0.368  -0.623  -0.861  -1.346  -1.411
   0.7899016426   0.7802346867   2.19562  3.68779    0.460   0.104  -0.372  -0.627  -0.865  -1.350  -1.415
   0.7899029980   0.7802119386   2.19722  3.68772    0.457   0.101  -0.375  -0.631  -0.869  -1.354  -1.419
   0.7899043533   0.7801892202   2.19886  3.68764    0.454   0.097  -0.379  -0.635  -0.873  -1.358  -1.423
   0.7899057087   0.7801666224   2.20048  3.68756    0.451   0.094  -0.383  -0.639  -0.877  -1.362  -1.427
   0.7899070640   0.7801434298   2.20210  3.68749    0.448   0.090  -0.386  -0.642  -0.881  -1.366  -1.432
   0.7899084193   0.7801208526   2.20376  3.68741    0.444   0.087  -0.390  -0.646  -0.885  -1.370  -1.436
   0.7899097747   0.7800973990   2.20541  3.68734    0.441   0.083  -0.394  -0.650  -0.889  -1.374  -1.440
   0.7899111300   0.7800737076   2.20706  3.68726    0.438   0.080  -0.398  -0.654  -0.893  -1.379  -1.444
   0.7899124854   0.7800506050   2.20872  3.68718    0.435   0.076  -0.401  -0.658  -0.897  -1.383  -1.448
   0.7899138407   0.7800267819   2.21041  3.68710    0.432   0.072  -0.405  -0.662  -0.901  -1.387  -1.453
   0.7899151961   0.7800025948   2.21208  3.68703    0.428   0.069  -0.409  -0.666  -0.905  -1.391  -1.457
   0.7899165514   0.7799791294   2.21374  3.68695    0.425   0.065  -0.413  -0.670  -0.909  -1.395  -1.461
   0.7899179068   0.7799548646   2.21540  3.68687    0.422   0.062  -0.417  -0.674  -0.913  -1.400  -1.465
   0.7899192621   0.7799303064   2.21706  3.68680    0.419   0.058  -0.421  -0.678  -0.917  -1.404  -1.470
   0.7899206174   0.7799056624   2.21875  3.68672    0.415   0.055  -0.424  -0.682  -0.921  -1.408  -1.474
   0.7899219728   0.7798815153   2.22043  3.68664    0.412   0.051  -0.428  -0.686  -0.925  -1.412  -1.478
   0.7899233281   0.7798565708   2.22210  3.68656    0.409   0.048  -0.432  -0.690  -0.929  -1.417  -1.482
   0.7899246835   0.7798313862   2.22378  3.68649    0.406   0.044  -0.436  -0.694  -0.933  -1.421  -1.487
   0.7899260388   0.7798068103   2.22546  3.68641    0.402   0.041  -0.440  -0.698  -0.937  -1.425  -1.491
   0.7899273942   0.7797815648   2.22717  3.68633    0.399   0.037  -0.444  -0.702  -0.941  -1.429  -1.495
   0.7899287495   0.7797559573   2.22888  3.68625    0.396   0.033  -0.447  -0.706  -0.946  -1.434  -1.500
   0.7899301049   0.7797301226   2.23059  3.68617    0.392   0.030  -0.451  -0.710  -0.950  -1.438  -1.504
   0.7899314602   0.7797041807   2.23231  3.68609    0.389   0.026  -0.455  -0.714  -0.954  -1.442  -1.508
   0.7899328155   0.7796781034   2.23401  3.68601    0.386   0.022  -0.459  -0.718  -0.958  -1.447  -1.513
   0.7899341709   0.7796526109   2.23574  3.68594    0.382   0.019  -0.463  -0.722  -0.962  -1.451  -1.517
   0.7899355262   0.7796263186   2.23745  3.68586    0.379   0.015  -0.467  -0.726  -0.966  -1.455  -1.521
   0.7899368816   0.7795997358   2.23918  3.68578    0.376   0.011  -0.471  -0.730  -0.970  -1.460  -1.526
   0.7899382369   0.7795729754   2.24091  3.68569    0.372   0.008  -0.475  -0.734  -0.975  -1.464  -1.530
   0.7899395923   0.7795460402   2.24265  3.68561    0.369   0.004  -0.479  -0.738  -0.979  -1.468  -1.535
   0.7899409476   0.7795188768   2.24436  3.68553    0.366   0.000  -0.483  -0.742  -0.983  -1.473  -1.539
   0.7899423030   0.7794916853   2.24610  3.68545    0.362  -0.003  -0.487  -0.746  -0.987  -1.477  -1.543
   0.7899436583   0.7794642188   2.24784  3.68537    0.359  -0.007  -0.491  -0.750  -0.991  -1.481  -1.548
   0.7899450136   0.7794366209   2.24959  3.68529    0.356  -0.011  -0.495  -0.754  -0.996  -1.486  -1.552
   0.7899463690   0.7794088403   2.25135  3.68521    0.352  -0.014  -0.499  -0.759  -1.000  -1.490  -1.557
   0.7899477243   0.7793808999   2.25309  3.68513    0.349  -0.018  -0.503  -0.763  -1.004  -1.495  -1.561
   0.7899490797   0.7793527576   2.25485  3.68505    0.345  -0.022  -0.507  -0.767  -1.008  -1.499  -1.565
   0.7899504350   0.7793244469   2.25659  3.68497    0.342  -0.025  -0.511  -0.771  -1.012  -1.504  -1.570
   0.7899517904   0.7792959717   2.25838  3.68488    0.339  -0.029  -0.515  -0.775  -1.017  -1.508  -1.574
   0.7899531457   0.7792673223   2.26016  3.68480    0.335  -0.033  -0.519  -0.779  -1.021  -1.513  -1.579
   0.7899545011   0.7792384657   2.26195  3.68472    0.332  -0.037  -0.523  -0.784  -1.025  -1.517  -1.583
   0.7899558564   0.7792094018   2.26373  3.68463    0.328  -0.040  -0.527  -0.788  -1.030  -1.522  -1.588
   0.7899572117   0.7791801924   2.26550  3.68455    0.325  -0.044  -0.531  -0.792  -1.034  -1.526  -1.592
   0.7899585671   0.7791507562   2.26729  3.68447    0.321  -0.048  -0.535  -0.796  -1.038  -1.530  -1.597
   0.7899599224   0.7791212135   2.26909  3.68438    0.318  -0.052  -0.539  -0.800  -1.043  -1.535  -1.602
   0.7899612778   0.7790914479   2.27087  3.68430    0.315  -0.055  -0.543  -0.804  -1.047  -1.539  -1.606
   0.7899626331   0.7790607060   2.27263  3.68422    0.311  -0.059  -0.547  -0.809  -1.051  -1.544  -1.611
   0.7899639885   0.7790303944   2.27441  3.68414    0.308  -0.063  -0.551  -0.813  -1.055  -1.548  -1.615
   0.7899653438   0.7789999976   2.27620  3.68405    0.304  -0.067  -0.555  -0.817  -1.060  -1.553  -1.620
   0.7899666992   0.7789694532   2.27799  3.68397    0.301  -0.070  -0.559  -0.821  -1.064  -1.557  -1.624
   0.7899680545   0.7789387014   2.27978  3.68388    0.298  -0.074  -0.563  -0.825  -1.068  -1.562  -1.629
   0.7899694098   0.7789070024   2.28159  3.68380    0.294  -0.078  -0.567  -0.830  -1.073  -1.566  -1.633
   0.7899707652   0.7788757554   2.28337  3.68372    0.291  -0.082  -0.571  -0.834  -1.077  -1.571  -1.638
   0.7899721205   0.7788443600   2.28514  3.68363    0.287  -0.085  -0.575  -0.838  -1.081  -1.575  -1.642
   0.7899734759   0.7788119721   2.28693  3.68355    0.284  -0.089  -0.579  -0.842  -1.085  -1.580  -1.647
   0.7899748312   0.7787801312   2.28874  3.68346    0.280  -0.093  -0.583  -0.846  -1.090  -1.584  -1.651
   0.7899761866   0.7787482260   2.29053  3.68338    0.277  -0.097  -0.588  -0.851  -1.094  -1.589  -1.656
   0.7899775419   0.7787152417   2.29231  3.68329    0.274  -0.100  -0.592  -0.855  -1.098  -1.593  -1.660
   0.7899788973   0.7786827505   2.29413  3.68320    0.270  -0.104  -0.596  -0.859  -1.103  -1.598  -1.665
   0.7899802526   0.7786494380   2.29595  3.68311    0.267  -0.108  -0.600  -0.863  -1.107  -1.603  -1.670
   0.7899816079   0.7786164657   2.29773  3.68303    0.263  -0.112  -0.604  -0.867  -1.111  -1.607  -1.674
   0.7899829633   0.7785827193   2.29952  3.68294    0.260  -0.115  -0.608  -0.872  -1.116  -1.612  -1.679
   0.7899843186   0.7785493999   2.30133  3.68285    0.257  -0.119  -0.612  -0.876  -1.120  -1.616  -1.683
   0.7899856740   0.7785152238   2.30316  3.68276    0.253  -0.123  -0.616  -0.880  -1.124  -1.621  -1.688
   0.7899870293   0.7784813790   2.30496  3.68267    0.250  -0.127  -0.620  -0.884  -1.129  -1.625  -1.692
   0.7899883847   0.7784467155   2.30678  3.68258    0.247  -0.130  -0.624  -0.889  -1.133  -1.630  -1.697
   0.7899897400   0.7784118385   2.30863  3.68249    0.243  -0.134  -0.628  -0.893  -1.138  -1.635  -1.702
   0.7899910954   0.7783772836   2.31046  3.68239    0.240  -0.138  -0.632  -0.897  -1.142  -1.639  -1.706
