# Isochrone by Pietrinferni - Cassisi - Salaris - Castelli 2006 ::: Standard Model 
#===========================================================================================================================
# Scaled solar model & transformations for ACS            (Castelli 2004)
#===========================================================================================================================
#  Np= 2000   [M/H]=-1.790   Z= 0.0003   Y=0.245   t(Gyr)= 13.3200    normalized:  3  2 2006 
#===========================================================================================================================
#     (M/Mo)in       (M/Mo)     log(L/Lo)  logTe     F435W   F475W   F555W   F606W   F625W   F775W   F814W
#===========================================================================================================================
   0.7909687353   0.7104403388   1.71234  3.86842    0.626   0.563   0.451   0.387   0.317   0.172   0.152
   0.7909701008   0.7104372956   1.71238  3.86840    0.626   0.562   0.451   0.387   0.317   0.172   0.152
   0.7909714663   0.7104342493   1.71242  3.86839    0.626   0.562   0.451   0.387   0.317   0.172   0.152
   0.7909728319   0.7104311626   1.71245  3.86838    0.626   0.562   0.451   0.387   0.317   0.172   0.152
   0.7909741974   0.7104280759   1.71248  3.86837    0.626   0.562   0.450   0.387   0.317   0.172   0.152
   0.7909755629   0.7104249890   1.71251  3.86836    0.626   0.562   0.450   0.387   0.316   0.172   0.152
   0.7909769284   0.7104219022   1.71254  3.86835    0.626   0.562   0.450   0.387   0.316   0.172   0.152
   0.7909782939   0.7104188157   1.71257  3.86834    0.626   0.562   0.450   0.387   0.316   0.172   0.152
   0.7909796594   0.7104158266   1.71260  3.86833    0.626   0.562   0.450   0.387   0.316   0.171   0.151
   0.7909810249   0.7104128472   1.71263  3.86831    0.626   0.562   0.450   0.386   0.316   0.171   0.151
   0.7909823904   0.7104098677   1.71266  3.86830    0.626   0.562   0.450   0.386   0.316   0.171   0.151
   0.7909837560   0.7104068882   1.71269  3.86828    0.626   0.562   0.450   0.386   0.316   0.171   0.151
   0.7909851215   0.7104039085   1.71272  3.86827    0.626   0.562   0.450   0.386   0.316   0.171   0.151
   0.7909864870   0.7104009033   1.71276  3.86824    0.626   0.562   0.450   0.386   0.316   0.171   0.151
   0.7909878525   0.7103978903   1.71279  3.86822    0.626   0.562   0.450   0.386   0.316   0.171   0.151
   0.7909892180   0.7103948773   1.71283  3.86820    0.626   0.562   0.450   0.386   0.315   0.170   0.150
   0.7909905835   0.7103918642   1.71287  3.86818    0.626   0.562   0.450   0.386   0.315   0.170   0.150
   0.7909919490   0.7103888515   1.71290  3.86816    0.626   0.562   0.450   0.386   0.315   0.170   0.150
   0.7909933145   0.7103859234   1.71294  3.86813    0.626   0.562   0.449   0.386   0.315   0.170   0.150
   0.7909946801   0.7103830170   1.71298  3.86810    0.626   0.562   0.449   0.386   0.315   0.170   0.150
   0.7909960456   0.7103801104   1.71302  3.86806    0.626   0.562   0.449   0.385   0.315   0.170   0.150
   0.7909974111   0.7103772039   1.71306  3.86803    0.626   0.562   0.449   0.385   0.315   0.169   0.149
   0.7909987766   0.7103742974   1.71310  3.86800    0.626   0.562   0.449   0.385   0.315   0.169   0.149
   0.7910001421   0.7103713636   1.71314  3.86797    0.626   0.562   0.449   0.385   0.314   0.169   0.149
   0.7910015076   0.7103684236   1.71318  3.86794    0.626   0.562   0.449   0.385   0.314   0.169   0.149
   0.7910028731   0.7103654835   1.71322  3.86791    0.626   0.561   0.449   0.385   0.314   0.169   0.149
   0.7910042386   0.7103625432   1.71326  3.86788    0.626   0.561   0.449   0.385   0.314   0.168   0.148
   0.7910056042   0.7103596001   1.71330  3.86785    0.626   0.561   0.449   0.385   0.314   0.168   0.148
   0.7910069697   0.7103565788   1.71334  3.86782    0.626   0.561   0.449   0.385   0.314   0.168   0.148
   0.7910083352   0.7103535564   1.71338  3.86779    0.626   0.561   0.449   0.385   0.314   0.168   0.148
   0.7910097007   0.7103505339   1.71342  3.86776    0.626   0.561   0.449   0.384   0.314   0.168   0.148
   0.7910110662   0.7103475114   1.71346  3.86773    0.626   0.561   0.448   0.384   0.313   0.167   0.147
   0.7910124317   0.7103444802   1.71350  3.86769    0.626   0.561   0.448   0.384   0.313   0.167   0.147
   0.7910137972   0.7103414076   1.71356  3.86763    0.626   0.561   0.448   0.384   0.313   0.167   0.147
   0.7910151628   0.7103383349   1.71362  3.86758    0.626   0.561   0.448   0.384   0.313   0.167   0.147
   0.7910165283   0.7103352621   1.71367  3.86752    0.626   0.561   0.448   0.384   0.313   0.166   0.146
   0.7910178938   0.7103321892   1.71373  3.86746    0.626   0.561   0.448   0.384   0.312   0.166   0.146
   0.7910192593   0.7103291008   1.71378  3.86741    0.626   0.561   0.448   0.383   0.312   0.166   0.146
   0.7910206248   0.7103259844   1.71383  3.86737    0.626   0.561   0.448   0.383   0.312   0.165   0.145
   0.7910219903   0.7103228679   1.71388  3.86732    0.626   0.561   0.448   0.383   0.312   0.165   0.145
   0.7910233558   0.7103197512   1.71392  3.86728    0.626   0.561   0.448   0.383   0.312   0.165   0.145
   0.7910247213   0.7103166350   1.71397  3.86723    0.626   0.561   0.448   0.383   0.312   0.165   0.145
   0.7910260869   0.7103136061   1.71402  3.86718    0.626   0.561   0.447   0.383   0.311   0.164   0.144
   0.7910274524   0.7103106191   1.71408  3.86713    0.626   0.561   0.447   0.383   0.311   0.164   0.144
   0.7910288179   0.7103076321   1.71414  3.86708    0.626   0.561   0.447   0.383   0.311   0.164   0.144
   0.7910301834   0.7103046449   1.71419  3.86703    0.626   0.561   0.447   0.382   0.311   0.163   0.143
   0.7910315489   0.7103016574   1.71425  3.86698    0.626   0.561   0.447   0.382   0.311   0.163   0.143
   0.7910329144   0.7102986266   1.71430  3.86692    0.626   0.561   0.447   0.382   0.310   0.163   0.143
   0.7910342799   0.7102955958   1.71435  3.86687    0.626   0.561   0.447   0.382   0.310   0.163   0.142
   0.7910356454   0.7102925648   1.71440  3.86682    0.626   0.561   0.447   0.382   0.310   0.162   0.142
   0.7910370110   0.7102895341   1.71445  3.86677    0.626   0.561   0.447   0.382   0.310   0.162   0.142
   0.7910383765   0.7102865698   1.71451  3.86671    0.626   0.561   0.447   0.382   0.310   0.162   0.142
   0.7910397420   0.7102836880   1.71457  3.86664    0.627   0.561   0.447   0.381   0.309   0.161   0.141
   0.7910411075   0.7102808062   1.71463  3.86658    0.627   0.561   0.446   0.381   0.309   0.161   0.141
   0.7910424730   0.7102779244   1.71470  3.86652    0.627   0.561   0.446   0.381   0.309   0.161   0.140
   0.7910438385   0.7102750420   1.71476  3.86645    0.627   0.561   0.446   0.381   0.309   0.160   0.140
   0.7910452040   0.7102719029   1.71482  3.86638    0.627   0.561   0.446   0.381   0.309   0.160   0.140
   0.7910465696   0.7102687390   1.71488  3.86632    0.627   0.561   0.446   0.381   0.308   0.160   0.139
   0.7910479351   0.7102655751   1.71494  3.86625    0.627   0.561   0.446   0.381   0.308   0.159   0.139
   0.7910493006   0.7102624112   1.71500  3.86618    0.627   0.561   0.446   0.380   0.308   0.159   0.139
   0.7910506661   0.7102593243   1.71506  3.86611    0.627   0.561   0.446   0.380   0.308   0.159   0.138
   0.7910520316   0.7102563376   1.71514  3.86604    0.627   0.561   0.446   0.380   0.307   0.158   0.138
   0.7910533971   0.7102533509   1.71521  3.86596    0.627   0.561   0.446   0.380   0.307   0.158   0.137
   0.7910547626   0.7102503642   1.71529  3.86589    0.627   0.561   0.445   0.380   0.307   0.157   0.137
   0.7910561281   0.7102473774   1.71536  3.86581    0.627   0.561   0.445   0.379   0.307   0.157   0.137
   0.7910595816   0.7102396368   1.71551  3.86563    0.627   0.561   0.445   0.379   0.306   0.156   0.136
   0.7910630351   0.7102318760   1.71567  3.86544    0.628   0.561   0.445   0.379   0.305   0.155   0.135
   0.7910664886   0.7102240541   1.71585  3.86523    0.628   0.561   0.445   0.378   0.305   0.154   0.134
   0.7910699421   0.7102161470   1.71604  3.86502    0.628   0.561   0.444   0.378   0.304   0.153   0.132
   0.7910733956   0.7102081710   1.71622  3.86479    0.628   0.561   0.444   0.377   0.303   0.152   0.131
   0.7910768491   0.7102000937   1.71641  3.86457    0.629   0.561   0.444   0.377   0.303   0.151   0.130
   0.7910803025   0.7101920557   1.71661  3.86434    0.629   0.561   0.443   0.376   0.302   0.149   0.129
   0.7910837560   0.7101842943   1.71680  3.86408    0.629   0.562   0.443   0.376   0.301   0.148   0.128
   0.7910872095   0.7101765047   1.71701  3.86383    0.630   0.562   0.443   0.375   0.301   0.147   0.126
   0.7910906630   0.7101686759   1.71722  3.86357    0.630   0.562   0.443   0.375   0.300   0.146   0.125
   0.7910941165   0.7101607203   1.71744  3.86330    0.630   0.562   0.442   0.374   0.299   0.144   0.124
   0.7910975700   0.7101527116   1.71766  3.86303    0.631   0.562   0.442   0.374   0.298   0.143   0.122
   0.7911010235   0.7101446102   1.71787  3.86276    0.631   0.562   0.442   0.373   0.297   0.142   0.121
   0.7911044769   0.7101368072   1.71809  3.86247    0.631   0.562   0.441   0.373   0.297   0.140   0.119
   0.7911079304   0.7101290298   1.71832  3.86218    0.632   0.563   0.441   0.372   0.296   0.139   0.118
   0.7911113839   0.7101205865   1.71855  3.86189    0.632   0.563   0.441   0.372   0.295   0.137   0.117
   0.7911148374   0.7101124449   1.71879  3.86158    0.633   0.563   0.440   0.371   0.294   0.136   0.115
   0.7911182909   0.7101045116   1.71904  3.86127    0.633   0.563   0.440   0.370   0.293   0.134   0.113
   0.7911217444   0.7100964429   1.71929  3.86094    0.634   0.563   0.440   0.370   0.292   0.133   0.112
   0.7911251979   0.7100883019   1.71954  3.86061    0.634   0.563   0.440   0.369   0.291   0.131   0.110
   0.7911286513   0.7100800878   1.71979  3.86027    0.635   0.564   0.439   0.369   0.290   0.130   0.109
   0.7911321048   0.7100717550   1.72006  3.85993    0.635   0.564   0.439   0.368   0.289   0.128   0.107
   0.7911355583   0.7100636610   1.72033  3.85957    0.636   0.564   0.439   0.367   0.288   0.126   0.105
   0.7911390118   0.7100557819   1.72062  3.85921    0.636   0.564   0.438   0.367   0.287   0.125   0.103
   0.7911424653   0.7100471687   1.72089  3.85884    0.637   0.565   0.438   0.366   0.286   0.123   0.101
   0.7911459188   0.7100388404   1.72117  3.85846    0.637   0.565   0.438   0.365   0.285   0.121   0.100
   0.7911493722   0.7100307075   1.72145  3.85807    0.638   0.565   0.437   0.365   0.284   0.119   0.098
   0.7911528257   0.7100224643   1.72175  3.85767    0.639   0.566   0.437   0.364   0.283   0.118   0.096
   0.7911562792   0.7100141773   1.72205  3.85727    0.639   0.566   0.437   0.363   0.282   0.116   0.094
   0.7911597327   0.7100057646   1.72235  3.85687    0.640   0.566   0.436   0.363   0.281   0.114   0.092
   0.7911631862   0.7099972440   1.72265  3.85645    0.641   0.567   0.436   0.362   0.280   0.112   0.090
   0.7911666397   0.7099886004   1.72297  3.85603    0.641   0.567   0.436   0.361   0.279   0.110   0.088
   0.7911700932   0.7099798675   1.72328  3.85559    0.642   0.567   0.435   0.361   0.278   0.108   0.086
   0.7911735466   0.7099710465   1.72360  3.85515    0.643   0.568   0.435   0.360   0.276   0.106   0.084
   0.7911770001   0.7099621222   1.72393  3.85470    0.644   0.568   0.435   0.359   0.275   0.104   0.082
   0.7911804536   0.7099536527   1.72427  3.85424    0.644   0.569   0.434   0.358   0.274   0.102   0.079
   0.7911839071   0.7099452764   1.72461  3.85379    0.645   0.569   0.434   0.357   0.273   0.100   0.077
   0.7911873606   0.7099366430   1.72494  3.85333    0.646   0.569   0.434   0.357   0.272   0.098   0.075
   0.7911908141   0.7099273092   1.72529  3.85285    0.647   0.570   0.433   0.356   0.270   0.096   0.073
   0.7911942676   0.7099184506   1.72564  3.85235    0.648   0.570   0.433   0.355   0.269   0.093   0.070
   0.7911977210   0.7099095963   1.72600  3.85185    0.649   0.571   0.433   0.354   0.268   0.091   0.068
   0.7912011745   0.7099007059   1.72636  3.85135    0.650   0.571   0.433   0.354   0.267   0.089   0.066
   0.7912046280   0.7098917051   1.72673  3.85084    0.651   0.572   0.432   0.353   0.265   0.087   0.063
   0.7912080815   0.7098832844   1.72710  3.85033    0.651   0.572   0.432   0.352   0.264   0.085   0.061
   0.7912115350   0.7098742058   1.72747  3.84981    0.652   0.573   0.432   0.351   0.263   0.082   0.059
   0.7912149885   0.7098648102   1.72786  3.84927    0.653   0.573   0.431   0.350   0.261   0.080   0.056
   0.7912184420   0.7098555485   1.72824  3.84872    0.654   0.574   0.431   0.349   0.260   0.077   0.054
   0.7912218954   0.7098466445   1.72864  3.84817    0.655   0.575   0.431   0.349   0.259   0.075   0.051
   0.7912253489   0.7098369403   1.72904  3.84761    0.656   0.575   0.430   0.348   0.257   0.073   0.049
   0.7912288024   0.7098278075   1.72944  3.84703    0.658   0.576   0.430   0.347   0.256   0.070   0.046
   0.7912322559   0.7098186523   1.72985  3.84645    0.659   0.576   0.430   0.346   0.254   0.068   0.043
   0.7912357094   0.7098093446   1.73027  3.84587    0.660   0.577   0.429   0.345   0.253   0.065   0.041
   0.7912391629   0.7097999879   1.73069  3.84526    0.661   0.577   0.429   0.344   0.251   0.062   0.038
   0.7912426164   0.7097904468   1.73113  3.84464    0.662   0.578   0.429   0.343   0.250   0.060   0.035
   0.7912460698   0.7097808634   1.73155  3.84408    0.663   0.579   0.428   0.342   0.249   0.057   0.032
   0.7912495233   0.7097711200   1.73198  3.84347    0.664   0.579   0.428   0.341   0.247   0.055   0.030
   0.7912529768   0.7097612543   1.73242  3.84285    0.666   0.580   0.428   0.341   0.246   0.052   0.027
   0.7912564303   0.7097512991   1.73287  3.84222    0.667   0.580   0.428   0.340   0.244   0.049   0.024
   0.7912598838   0.7097418215   1.73332  3.84157    0.668   0.581   0.427   0.339   0.243   0.046   0.021
   0.7912633373   0.7097318518   1.73379  3.84091    0.669   0.582   0.427   0.338   0.241   0.044   0.018
   0.7912667908   0.7097220051   1.73425  3.84023    0.671   0.583   0.427   0.337   0.239   0.041   0.015
   0.7912702442   0.7097119431   1.73473  3.83954    0.672   0.583   0.426   0.336   0.238   0.038   0.012
   0.7912736977   0.7097016588   1.73521  3.83886    0.674   0.584   0.426   0.335   0.236   0.035   0.009
   0.7912771512   0.7096917870   1.73569  3.83817    0.675   0.585   0.426   0.334   0.235   0.032   0.006
   0.7912806047   0.7096817915   1.73617  3.83746    0.676   0.586   0.425   0.333   0.233   0.029   0.003
   0.7912840582   0.7096716689   1.73667  3.83675    0.678   0.586   0.425   0.332   0.231   0.026   0.000
   0.7912875117   0.7096614045   1.73717  3.83602    0.679   0.587   0.425   0.331   0.230   0.023  -0.003
   0.7912909652   0.7096509373   1.73768  3.83530    0.681   0.588   0.425   0.330   0.228   0.020  -0.007
   0.7912944186   0.7096403944   1.73819  3.83456    0.682   0.589   0.424   0.329   0.226   0.017  -0.010
   0.7912978721   0.7096297228   1.73871  3.83382    0.684   0.590   0.424   0.328   0.225   0.014  -0.013
   0.7913013256   0.7096189039   1.73924  3.83308    0.686   0.590   0.424   0.327   0.223   0.010  -0.016
   0.7913047791   0.7096082662   1.73977  3.83232    0.687   0.591   0.423   0.326   0.221   0.007  -0.020
   0.7913082326   0.7095977310   1.74031  3.83156    0.689   0.592   0.423   0.325   0.220   0.004  -0.023
   0.7913116861   0.7095868950   1.74085  3.83083    0.690   0.593   0.423   0.324   0.218   0.001  -0.026
   0.7913151396   0.7095760013   1.74137  3.83012    0.692   0.594   0.423   0.323   0.216  -0.002  -0.029
   0.7913185930   0.7095650110   1.74192  3.82934    0.694   0.595   0.422   0.322   0.215  -0.005  -0.033
   0.7913220465   0.7095536865   1.74249  3.82854    0.695   0.596   0.422   0.321   0.213  -0.009  -0.036
   0.7913255000   0.7095425484   1.74304  3.82777    0.697   0.597   0.422   0.320   0.211  -0.012  -0.039
   0.7913289535   0.7095315434   1.74359  3.82699    0.699   0.598   0.422   0.319   0.210  -0.015  -0.043
   0.7913324070   0.7095204006   1.74419  3.82618    0.701   0.599   0.421   0.318   0.208  -0.018  -0.046
   0.7913342668   0.7095143617   1.74452  3.82575    0.702   0.599   0.421   0.318   0.207  -0.020  -0.048
   0.7913361267   0.7095081155   1.74485  3.82531    0.703   0.600   0.421   0.317   0.206  -0.022  -0.050
   0.7913379865   0.7095014542   1.74518  3.82487    0.703   0.600   0.421   0.316   0.205  -0.024  -0.052
   0.7913398463   0.7094954847   1.74551  3.82442    0.704   0.601   0.421   0.316   0.204  -0.026  -0.054
   0.7913417062   0.7094898216   1.74585  3.82398    0.705   0.602   0.421   0.315   0.203  -0.027  -0.056
   0.7913435660   0.7094836155   1.74618  3.82354    0.706   0.602   0.420   0.315   0.202  -0.029  -0.058
   0.7913454259   0.7094773393   1.74651  3.82311    0.707   0.603   0.420   0.314   0.201  -0.031  -0.059
   0.7913472857   0.7094710016   1.74684  3.82269    0.708   0.603   0.420   0.314   0.200  -0.033  -0.061
   0.7913491455   0.7094645970   1.74718  3.82225    0.709   0.604   0.420   0.313   0.199  -0.035  -0.063
   0.7913510054   0.7094581632   1.74751  3.82181    0.710   0.604   0.420   0.312   0.198  -0.036  -0.065
   0.7913528652   0.7094517379   1.74786  3.82137    0.711   0.605   0.420   0.312   0.197  -0.038  -0.067
   0.7913547251   0.7094452000   1.74821  3.82090    0.712   0.605   0.419   0.311   0.196  -0.040  -0.069
   0.7913565849   0.7094386522   1.74855  3.82042    0.713   0.606   0.419   0.311   0.195  -0.042  -0.071
   0.7913584447   0.7094325886   1.74890  3.81987    0.715   0.607   0.419   0.310   0.194  -0.044  -0.073
   0.7913603046   0.7094261989   1.74925  3.81933    0.716   0.608   0.419   0.310   0.193  -0.046  -0.075
   0.7913621644   0.7094195103   1.74960  3.81879    0.717   0.609   0.419   0.309   0.192  -0.048  -0.078
   0.7913640243   0.7094132957   1.74996  3.81824    0.719   0.610   0.419   0.309   0.191  -0.050  -0.080
   0.7913658841   0.7094068463   1.75031  3.81769    0.720   0.610   0.419   0.308   0.190  -0.053  -0.082
   0.7913677439   0.7093999496   1.75067  3.81716    0.722   0.611   0.419   0.308   0.189  -0.055  -0.084
   0.7913696038   0.7093935507   1.75103  3.81664    0.723   0.612   0.419   0.307   0.188  -0.057  -0.086
   0.7913714636   0.7093869233   1.75139  3.81612    0.724   0.613   0.419   0.306   0.187  -0.059  -0.088
   0.7913733235   0.7093798894   1.75175  3.81560    0.726   0.614   0.419   0.306   0.186  -0.061  -0.091
   0.7913751833   0.7093733857   1.75212  3.81509    0.727   0.614   0.419   0.305   0.185  -0.063  -0.093
   0.7913770432   0.7093668759   1.75249  3.81458    0.728   0.615   0.419   0.305   0.184  -0.065  -0.095
   0.7913789030   0.7093602907   1.75285  3.81408    0.729   0.616   0.419   0.304   0.183  -0.067  -0.097
   0.7913807628   0.7093530291   1.75323  3.81358    0.730   0.616   0.419   0.304   0.182  -0.069  -0.099
   0.7913826227   0.7093460675   1.75360  3.81309    0.732   0.617   0.419   0.303   0.181  -0.071  -0.101
   0.7913844825   0.7093393852   1.75397  3.81260    0.733   0.618   0.418   0.302   0.179  -0.073  -0.103
   0.7913863424   0.7093326222   1.75436  3.81210    0.734   0.619   0.418   0.302   0.178  -0.075  -0.105
   0.7913882022   0.7093257766   1.75458  3.81226    0.733   0.617   0.417   0.301   0.178  -0.075  -0.105
   0.7913900620   0.7093188445   1.75455  3.81262    0.731   0.616   0.417   0.301   0.178  -0.074  -0.104
   0.7913919219   0.7093115650   1.75410  3.81293    0.731   0.616   0.418   0.302   0.179  -0.072  -0.103
   0.7913937817   0.7093048850   1.75448  3.81223    0.733   0.618   0.418   0.301   0.178  -0.075  -0.105
   0.7913956416   0.7092982134   1.75510  3.81136    0.735   0.619   0.418   0.300   0.176  -0.078  -0.109
   0.7913975014   0.7092913863   1.75576  3.81055    0.737   0.620   0.417   0.299   0.174  -0.081  -0.112
   0.7913993612   0.7092838492   1.75631  3.80991    0.738   0.621   0.417   0.298   0.173  -0.084  -0.115
   0.7914012211   0.7092765706   1.75678  3.80936    0.740   0.621   0.417   0.297   0.172  -0.087  -0.118
   0.7914030809   0.7092695514   1.75720  3.80887    0.741   0.622   0.417   0.297   0.170  -0.089  -0.120
   0.7914049408   0.7092624010   1.75761  3.80838    0.742   0.623   0.416   0.296   0.169  -0.091  -0.122
   0.7914068006   0.7092552406   1.75803  3.80788    0.743   0.623   0.416   0.295   0.168  -0.093  -0.124
   0.7914086604   0.7092479617   1.75846  3.80739    0.744   0.624   0.416   0.295   0.167  -0.095  -0.126
   0.7914105203   0.7092407932   1.75888  3.80691    0.745   0.624   0.416   0.294   0.166  -0.097  -0.128
   0.7914123801   0.7092340739   1.75931  3.80644    0.746   0.625   0.415   0.293   0.165  -0.099  -0.131
   0.7914142400   0.7092267447   1.75974  3.80597    0.747   0.625   0.415   0.292   0.163  -0.101  -0.133
   0.7914160998   0.7092191972   1.76018  3.80551    0.748   0.626   0.415   0.292   0.162  -0.103  -0.135
   0.7914179596   0.7092117953   1.76062  3.80505    0.749   0.626   0.414   0.291   0.161  -0.105  -0.137
   0.7914198195   0.7092048227   1.76106  3.80460    0.750   0.627   0.414   0.290   0.160  -0.107  -0.139
   0.7914216793   0.7091971589   1.76151  3.80415    0.751   0.627   0.414   0.289   0.159  -0.109  -0.141
   0.7914235392   0.7091893490   1.76196  3.80369    0.752   0.627   0.413   0.288   0.157  -0.111  -0.143
   0.7914253990   0.7091817749   1.76242  3.80324    0.752   0.628   0.413   0.288   0.156  -0.113  -0.146
   0.7914272588   0.7091744422   1.76288  3.80280    0.753   0.628   0.413   0.287   0.155  -0.115  -0.148
   0.7914291187   0.7091664299   1.76333  3.80237    0.754   0.628   0.412   0.286   0.154  -0.117  -0.150
   0.7914309785   0.7091590050   1.76380  3.80193    0.755   0.629   0.412   0.285   0.152  -0.119  -0.152
   0.7914328384   0.7091515543   1.76426  3.80149    0.756   0.629   0.411   0.284   0.151  -0.121  -0.154
   0.7914346982   0.7091440889   1.76473  3.80107    0.756   0.629   0.411   0.283   0.150  -0.123  -0.156
   0.7914365580   0.7091365533   1.76520  3.80066    0.757   0.630   0.411   0.282   0.149  -0.125  -0.158
   0.7914384179   0.7091288922   1.76567  3.80025    0.758   0.630   0.410   0.282   0.147  -0.127  -0.160
   0.7914402777   0.7091204667   1.76613  3.79980    0.759   0.630   0.410   0.281   0.146  -0.129  -0.163
   0.7914421376   0.7091125640   1.76662  3.79934    0.759   0.630   0.409   0.280   0.145  -0.131  -0.165
   0.7914439974   0.7091046910   1.76710  3.79889    0.760   0.631   0.409   0.279   0.144  -0.133  -0.167
   0.7914458573   0.7090968342   1.76758  3.79845    0.761   0.631   0.408   0.278   0.142  -0.136  -0.169
   0.7914477171   0.7090890885   1.76807  3.79801    0.762   0.631   0.408   0.277   0.141  -0.138  -0.171
   0.7914495769   0.7090816834   1.76855  3.79757    0.763   0.632   0.408   0.276   0.140  -0.140  -0.173
   0.7914514368   0.7090735976   1.76904  3.79713    0.763   0.632   0.407   0.276   0.139  -0.142  -0.176
   0.7914532966   0.7090653869   1.76953  3.79670    0.764   0.632   0.407   0.275   0.137  -0.144  -0.178
   0.7914551565   0.7090571196   1.77002  3.79629    0.765   0.632   0.406   0.274   0.136  -0.146  -0.180
   0.7914570163   0.7090487812   1.77052  3.79586    0.766   0.633   0.406   0.273   0.135  -0.148  -0.182
   0.7914588761   0.7090408657   1.77102  3.79546    0.766   0.633   0.405   0.272   0.133  -0.150  -0.184
   0.7914607360   0.7090327611   1.77151  3.79505    0.767   0.633   0.405   0.271   0.132  -0.152  -0.186
   0.7914625958   0.7090245522   1.77202  3.79464    0.767   0.633   0.404   0.270   0.131  -0.154  -0.188
   0.7914644557   0.7090164134   1.77253  3.79423    0.768   0.633   0.404   0.269   0.129  -0.156  -0.191
   0.7914663155   0.7090079292   1.77303  3.79384    0.769   0.633   0.403   0.268   0.128  -0.158  -0.193
   0.7914681753   0.7089997379   1.77355  3.79344    0.769   0.633   0.402   0.267   0.127  -0.160  -0.195
   0.7914700352   0.7089910201   1.77406  3.79307    0.770   0.633   0.402   0.266   0.126  -0.162  -0.197
   0.7914718950   0.7089829093   1.77456  3.79268    0.770   0.633   0.401   0.265   0.124  -0.164  -0.199
   0.7914737549   0.7089747150   1.77514  3.79226    0.771   0.633   0.401   0.264   0.123  -0.166  -0.201
   0.7914756147   0.7089664184   1.77557  3.79198    0.771   0.633   0.400   0.263   0.122  -0.168  -0.203
   0.7914774745   0.7089572387   1.77608  3.79157    0.772   0.634   0.399   0.262   0.120  -0.170  -0.205
   0.7914793344   0.7089487736   1.77675  3.79113    0.772   0.633   0.399   0.261   0.119  -0.172  -0.208
   0.7914811942   0.7089403057   1.77719  3.79090    0.772   0.633   0.398   0.260   0.118  -0.174  -0.209
   0.7914828240   0.7089326876   1.77756  3.79058    0.772   0.633   0.398   0.259   0.117  -0.175  -0.211
   0.7914844538   0.7089250035   1.77816  3.79018    0.773   0.633   0.397   0.258   0.115  -0.178  -0.213
   0.7914860835   0.7089172302   1.77863  3.78994    0.773   0.633   0.396   0.257   0.114  -0.179  -0.215
   0.7914877133   0.7089093629   1.77881  3.78982    0.773   0.633   0.396   0.257   0.113  -0.180  -0.216
   0.7914893431   0.7089014887   1.77892  3.78969    0.773   0.633   0.396   0.257   0.113  -0.180  -0.216
   0.7914909728   0.7088940751   1.77910  3.78949    0.774   0.633   0.396   0.256   0.113  -0.181  -0.217
   0.7914926026   0.7088866484   1.77935  3.78924    0.774   0.633   0.395   0.256   0.112  -0.182  -0.218
   0.7914942324   0.7088787469   1.77965  3.78899    0.775   0.634   0.395   0.255   0.111  -0.184  -0.219
   0.7914958621   0.7088708281   1.77996  3.78873    0.775   0.634   0.395   0.255   0.110  -0.185  -0.221
   0.7914974919   0.7088628668   1.78028  3.78846    0.776   0.634   0.395   0.254   0.110  -0.186  -0.222
   0.7914991217   0.7088548783   1.78060  3.78821    0.776   0.634   0.394   0.254   0.109  -0.187  -0.223
   0.7915007514   0.7088468648   1.78092  3.78796    0.776   0.634   0.394   0.253   0.108  -0.189  -0.225
   0.7915023812   0.7088388692   1.78125  3.78770    0.777   0.634   0.394   0.253   0.107  -0.190  -0.226
   0.7915040110   0.7088316623   1.78155  3.78748    0.777   0.634   0.393   0.252   0.106  -0.191  -0.227
   0.7915056407   0.7088235826   1.78185  3.78724    0.778   0.634   0.393   0.251   0.106  -0.192  -0.229
   0.7915072705   0.7088154615   1.78218  3.78700    0.778   0.634   0.392   0.251   0.105  -0.193  -0.230
   0.7915089003   0.7088073133   1.78250  3.78677    0.778   0.634   0.392   0.250   0.104  -0.195  -0.231
   0.7915105300   0.7087991459   1.78281  3.78655    0.778   0.634   0.392   0.250   0.103  -0.196  -0.232
   0.7915121598   0.7087916210   1.78312  3.78632    0.779   0.634   0.391   0.249   0.103  -0.197  -0.234
   0.7915137896   0.7087836227   1.78346  3.78607    0.779   0.634   0.391   0.248   0.102  -0.198  -0.235
   0.7915154193   0.7087753644   1.78383  3.78583    0.779   0.634   0.391   0.248   0.101  -0.200  -0.236
   0.7915170491   0.7087671353   1.78418  3.78559    0.780   0.634   0.390   0.247   0.100  -0.201  -0.238
   0.7915186789   0.7087588489   1.78451  3.78537    0.780   0.634   0.390   0.246   0.099  -0.202  -0.239
   0.7915203086   0.7087510255   1.78483  3.78514    0.780   0.634   0.389   0.246   0.098  -0.203  -0.240
   0.7915219384   0.7087430435   1.78514  3.78492    0.780   0.634   0.389   0.245   0.097  -0.205  -0.241
   0.7915235682   0.7087346404   1.78545  3.78471    0.781   0.634   0.389   0.245   0.097  -0.206  -0.243
   0.7915251979   0.7087262168   1.78578  3.78449    0.781   0.634   0.388   0.244   0.096  -0.207  -0.244
   0.7915268277   0.7087182396   1.78619  3.78424    0.781   0.634   0.388   0.243   0.095  -0.208  -0.245
   0.7915284575   0.7087102706   1.78665  3.78397    0.781   0.634   0.387   0.242   0.094  -0.210  -0.247
   0.7915300872   0.7087017189   1.78712  3.78371    0.781   0.634   0.386   0.241   0.092  -0.212  -0.249
